,app_name,developer,discount_price,early_access,genres,id,metascore,n_reviews,price,publisher,release_date,reviews_url,sentiment,specs,tags,title,url
7352,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLCPublisher:Studio WildcardRelease Date: 27 Aug, 2017",,False,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",346110,70.0,168289,5499€,"Developer:Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLCStudio WildcardRelease Date: 27 Aug, 2017","Developer:Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLCPublisher:Studio Wildcard 27 Aug, 2017",http://steamcommunity.com/app/346110/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']","['Survival', 'Open World', 'Multiplayer', 'Dinosaurs', 'Crafting', 'Building', 'Adventure', 'Base Building', 'Co-op', 'Action', 'First-Person', 'Sandbox', 'Early Access', 'Massively Multiplayer', 'Singleplayer', 'Dragons', 'RPG', 'Sci-fi', 'MMORPG', 'Indie']",ARK: Survival Evolved,https://store.steampowered.com/app/346110/ARK_Survival_Evolved/
7355,Poker World - Single Player,"Azerion, Youda Games Holding B.V.Publisher:AzerionRelease Date: 28 Aug, 2017",,False,"['Casual', 'Free to Play', 'Simulation']",680310,,153,Free To Play,"Developer:Azerion, Youda Games Holding B.V.AzerionRelease Date: 28 Aug, 2017","Developer:Azerion, Youda Games Holding B.V.Publisher:Azerion 28 Aug, 2017",http://steamcommunity.com/app/680310/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']","['Free to Play', 'Simulation', 'Casual', 'Singleplayer', 'Card Game']",Poker World - Single Player,https://store.steampowered.com/app/680310/Poker_World__Single_Player/
7364,D'LIRIUM,"B52 Development TeamPublisher:B52 Development TeamRelease Date: 25 Aug, 2017",,True,"['Action', 'Adventure', 'Indie', 'Early Access']",670160,,491,239€,"Developer:B52 Development TeamB52 Development TeamRelease Date: 25 Aug, 2017","Developer:B52 Development TeamPublisher:B52 Development Team 25 Aug, 2017",http://steamcommunity.com/app/670160/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Early Access', 'Indie', 'Action', 'Early Access', 'Adventure', 'Horror', 'Psychological Horror', 'Dark', 'Gore', 'Shooter', '2D', 'Violent', 'Singleplayer', 'Short', 'Top-Down Shooter', 'Atmospheric', 'GameMaker', 'Experimental', 'Mouse only', 'Classic']",D'LIRIUM,https://store.steampowered.com/app/670160/DLIRIUM/
7372,Transparent Black,"LR StudioPublisher:LR StudioRelease Date: 11 Nov, 2016",,False,"['Adventure', 'Indie', 'RPG']",687830,,126,099€,"Developer:LR StudioLR StudioRelease Date: 11 Nov, 2016","Developer:LR StudioPublisher:LR Studio 11 Nov, 2016",http://steamcommunity.com/app/687830/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Indie', 'Adventure', 'RPG', 'Gore']",Transparent Black,https://store.steampowered.com/app/687830/Transparent_Black/
7374,F1™ 2017,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Publisher:Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Release Date: 24 Aug, 2017",,False,"['Racing', 'Simulation', 'Sports']",515220,89.0,2223,5499€,"Developer:Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Release Date: 24 Aug, 2017","Developer:Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)Publisher:Codemasters, Feral Interactive (Mac), Feral Interactive (Linux) 24 Aug, 2017",http://steamcommunity.com/app/515220/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']","['Racing', 'Sports', 'Simulation', 'Multiplayer', 'Driving', 'Realistic', 'Singleplayer', 'Co-op', 'Action', 'Strategy', 'First-Person', 'VR', 'Open World']",F1™ 2017,https://store.steampowered.com/app/515220/F1_2017/
7383,Sky Rogue,"Fractal PhasePublisher:Fractal PhaseRelease Date: 24 Aug, 2017",,False,"['Action', 'Indie', 'Simulation']",381020,,560,1999€,"Developer:Fractal PhaseFractal PhaseRelease Date: 24 Aug, 2017","Developer:Fractal PhasePublisher:Fractal Phase 24 Aug, 2017",http://steamcommunity.com/app/381020/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']","['Action', 'Flight', 'Indie', 'Simulation', 'Procedural Generation', 'Rogue-lite', 'Singleplayer', 'Arcade', 'Local Multiplayer', 'Early Access', 'Rogue-like', 'Multiplayer', 'Local Co-Op']",Sky Rogue,https://store.steampowered.com/app/381020/Sky_Rogue/
7385,レイジングループ,"KEMCOPublisher:KEMCORelease Date: 23 Aug, 2017",,False,"['Adventure', 'Indie']",648100,,185,2799€,"Developer:KEMCOKEMCORelease Date: 23 Aug, 2017","Developer:KEMCOPublisher:KEMCO 23 Aug, 2017",http://steamcommunity.com/app/648100/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie', 'Violent', 'Visual Novel', 'Anime']",レイジングループ,https://store.steampowered.com/app/648100/_/
7391,Aces High III,,,False,,651090,,183,Free,,,http://steamcommunity.com/app/651090/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'In-App Purchases', 'Partial Controller Support', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Keyboard / Mouse', 'Seated']","['Free to Play', 'Simulation', 'Massively Multiplayer', 'World War II']",,https://store.steampowered.com/app/651090/Aces_High_III/
7403,Quake Champions,"id SoftwarePublisher:Bethesda SoftworksFranchise:QuakeRelease Date: 22 Aug, 2017",,True,"['Action', 'Free to Play', 'Early Access']",611500,,23091,Free to Play,"Developer:id SoftwareBethesda SoftworksFranchise:QuakeRelease Date: 22 Aug, 2017","Developer:id SoftwarePublisher:Bethesda SoftworksFranchise:Quake 22 Aug, 2017",http://steamcommunity.com/app/611500/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Online Multi-Player', 'Steam Achievements']","['Early Access', 'FPS', 'Arena Shooter', 'Multiplayer', 'Free to Play', 'Fast-Paced', 'Gore', 'Action', 'First-Person', 'Early Access', 'Violent', 'Shooter', 'e-sports', 'Competitive', 'Difficult', 'Classic', 'Sci-fi', 'Horror', 'Singleplayer', 'Lovecraftian']",Quake Champions,https://store.steampowered.com/app/611500/Quake_Champions/
7420,ICY: Frostbite Edition,"Inner VoidPublisher:Digital TribeRelease Date: 11 Aug, 2017",,False,['RPG'],680480,,156,1299€,"Developer:Inner VoidDigital TribeRelease Date: 11 Aug, 2017","Developer:Inner VoidPublisher:Digital Tribe 11 Aug, 2017",http://steamcommunity.com/app/680480/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['RPG', 'Violent', 'Survival', 'Interactive Fiction', 'Visual Novel', 'Indie', 'Story Rich']",ICY: Frostbite Edition,https://store.steampowered.com/app/680480/ICY_Frostbite_Edition/
7422,Discord Bot Maker,"Robert BorghesePublisher:Robert BorgheseRelease Date: 21 Aug, 2017",,False,"['Utilities', 'Web Publishing']",682130,,398,999€,"Developer:Robert BorgheseRobert BorgheseRelease Date: 21 Aug, 2017","Developer:Robert BorghesePublisher:Robert Borghese 21 Aug, 2017",http://steamcommunity.com/app/682130/reviews/?browsefilter=mostrecent&p=1,Very Positive,['Steam Achievements'],"['Utilities', 'Web Publishing', 'Robots', 'Software']",Discord Bot Maker,https://store.steampowered.com/app/682130/Discord_Bot_Maker/
7434,Castle Story,"Sauropod StudioPublisher:Sauropod StudioRelease Date: 17 Aug, 2017",,False,"['Indie', 'Strategy']",227860,,4248,2099€,"Developer:Sauropod StudioSauropod StudioRelease Date: 17 Aug, 2017","Developer:Sauropod StudioPublisher:Sauropod Studio 17 Aug, 2017",http://steamcommunity.com/app/227860/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']","['Strategy', 'Building', 'Sandbox', 'Indie', 'Survival', 'Multiplayer', 'Singleplayer', 'Early Access', 'Open World', 'Crafting', 'Tower Defense', 'Kickstarter', 'Co-op', 'Voxel', 'RTS', 'Simulation', 'Adventure', 'Casual', 'Crowdfunded', 'Moddable']",Castle Story,https://store.steampowered.com/app/227860/Castle_Story/
7443,Cities: Skylines - Concerts,"Colossal Order Ltd.Publisher:Paradox InteractiveFranchise:Cities: SkylinesRelease Date: 17 Aug, 2017",,False,"['Simulation', 'Strategy']",614581,,194,699€,"Developer:Colossal Order Ltd.Paradox InteractiveFranchise:Cities: SkylinesRelease Date: 17 Aug, 2017","Developer:Colossal Order Ltd.Publisher:Paradox InteractiveFranchise:Cities: Skylines 17 Aug, 2017",http://steamcommunity.com/app/614581/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']","['Strategy', 'Simulation']",Cities: Skylines - Concerts,https://store.steampowered.com/app/614581/Cities_Skylines__Concerts/
7448,Prey,"Arkane StudiosPublisher:Bethesda SoftworksRelease Date: 4 May, 2017",,False,"['Action', 'Adventure']",480490,,11646,2999€,"Developer:Arkane StudiosBethesda SoftworksRelease Date: 4 May, 2017","Developer:Arkane StudiosPublisher:Bethesda Softworks 4 May, 2017",http://steamcommunity.com/app/480490/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Sci-fi', 'Space', 'Action', 'Singleplayer', 'Atmospheric', 'Horror', 'FPS', 'First-Person', 'Story Rich', 'Exploration', 'Aliens', 'Futuristic', 'Adventure', 'Open World', 'Survival Horror', 'Stealth', 'Psychological Horror', 'RPG', 'Great Soundtrack', 'Violent']",Prey,https://store.steampowered.com/app/480490/Prey/
7449,Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史,"COMPILE HEART, IDEA FACTORYPublisher:Idea Factory InternationalRelease Date: 16 Aug, 2017",,False,['RPG'],638160,64.0,352,1999€,"Developer:COMPILE HEART, IDEA FACTORYIdea Factory InternationalRelease Date: 16 Aug, 2017","Developer:COMPILE HEART, IDEA FACTORYPublisher:Idea Factory International 16 Aug, 2017",http://steamcommunity.com/app/638160/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['RPG', 'Anime', 'Nudity', 'Dungeon Crawler', 'JRPG', 'Cute', 'Singleplayer', 'Female Protagonist', 'Visual Novel', 'Funny', 'Sexual Content', 'Story Rich', 'Great Soundtrack']",Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史,https://store.steampowered.com/app/638160/Moero_Chronicle/
7459,20XX,"Batterystaple Games, Fire Hose GamesPublisher:Batterystaple GamesRelease Date: 16 Aug, 2017",,False,"['Action', 'Indie']",322110,,2488,1499€,"Developer:Batterystaple Games, Fire Hose GamesBatterystaple GamesRelease Date: 16 Aug, 2017","Developer:Batterystaple Games, Fire Hose GamesPublisher:Batterystaple Games 16 Aug, 2017",http://steamcommunity.com/app/322110/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Platformer', 'Action', 'Indie', '2D', 'Online Co-Op', 'Rogue-like', 'Rogue-lite', 'Female Protagonist', 'Great Soundtrack', 'Local Co-Op', 'Multiplayer', 'Controller', 'Local Multiplayer', 'Side Scroller', 'Singleplayer', 'Procedural Generation', 'Co-op', 'Difficult', 'Sci-fi', 'Anime']",20XX,https://store.steampowered.com/app/322110/20XX/
7474,Insanity VR: Last Score,,,False,,686340,,125,Free To Play,,,http://steamcommunity.com/app/686340/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'HTC Vive', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']","['Free to Play', 'Adventure', 'Horror', 'VR', 'Indie', 'Gore', 'Violent', 'Psychological Horror', 'Atmospheric', 'Puzzle']",,https://store.steampowered.com/app/686340/Insanity_VR_Last_Score/
7485,Connected Hearts - Visual novel,"Eternal Night StudiosPublisher:Stw Projects, Ziel GraywordsRelease Date: 12 Aug, 2017",,False,"['Casual', 'Free to Play', 'Indie', 'Simulation']",603140,,186,Free To Play,"Developer:Eternal Night StudiosStw Projects, Ziel GraywordsRelease Date: 12 Aug, 2017","Developer:Eternal Night StudiosPublisher:Stw Projects, Ziel Graywords 12 Aug, 2017",http://steamcommunity.com/app/603140/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements']","['Free to Play', 'Visual Novel', 'Indie', 'Casual', 'Simulation', 'Anime']",Connected Hearts - Visual novel,https://store.steampowered.com/app/603140/Connected_Hearts__Visual_novel/
7502,Project Explore,"Sebastian NigroPublisher:Sebastian NigroRelease Date: 10 Aug, 2017",,False,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",357650,,129,499€,"Developer:Sebastian NigroSebastian NigroRelease Date: 10 Aug, 2017","Developer:Sebastian NigroPublisher:Sebastian Nigro 10 Aug, 2017",http://steamcommunity.com/app/357650/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']","['Survival', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Action', '2D', 'Open World', 'Sandbox', 'Early Access', 'Multiplayer', 'Pixel Graphics']",Project Explore,https://store.steampowered.com/app/357650/Project_Explore/
7511,Rez Infinite,,,False,,636450,89.0,591,2499€,,,http://steamcommunity.com/app/636450/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'SteamVR Collectibles', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing']","['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Music', 'On-Rails Shooter', 'Rhythm', 'VR', 'Psychedelic', 'Sci-fi']",,https://store.steampowered.com/app/636450/Rez_Infinite/
7515,Gal*Gun VR,,,False,,678520,,284,2799€,,,http://steamcommunity.com/app/678520/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Seated', 'Standing']","['Sexual Content', 'Anime', 'VR', 'Action', 'Simulation', 'Nudity', 'Indie', 'Adventure', 'Psychological Horror', 'FPS', 'Singleplayer']",,https://store.steampowered.com/app/678520/GalGun_VR/
7523,Blitzkrieg 3,"NivalPublisher:NivalRelease Date: 2 Jun, 2017",,False,['Strategy'],235380,68.0,2873,349€,"Developer:NivalNivalRelease Date: 2 Jun, 2017","Developer:NivalPublisher:Nival 2 Jun, 2017",http://steamcommunity.com/app/235380/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards']","['Strategy', 'World War II', 'RTS', 'Military', 'War', 'Tactical', 'Real Time Tactics', 'Multiplayer', 'Historical', 'Tanks', 'PvP', 'Massively Multiplayer', 'Singleplayer', 'Competitive', 'Early Access', 'Simulation', 'Realistic', 'Difficult', 'Real-Time', 'Real-Time with Pause']",Blitzkrieg 3,https://store.steampowered.com/app/235380/Blitzkrieg_3/
7526,Demise of Nations,"Noble Master LLCPublisher:Noble Master LLCRelease Date: 8 Aug, 2017",,False,"['Free to Play', 'Indie', 'Strategy']",338810,,294,Free to Play,"Developer:Noble Master LLCNoble Master LLCRelease Date: 8 Aug, 2017","Developer:Noble Master LLCPublisher:Noble Master LLC 8 Aug, 2017",http://steamcommunity.com/app/338810/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Includes level editor']","['Free to Play', 'Strategy', 'Indie', '4X', 'Multiplayer', 'Turn-Based Strategy', 'Hex Grid']",Demise of Nations,https://store.steampowered.com/app/338810/Demise_of_Nations/
7527,Cat Quest,"The GentlebrosPublisher:PQube LimitedRelease Date: 8 Aug, 2017",,False,"['Action', 'Adventure', 'Indie', 'RPG']",593280,79.0,2170,Cat Quest Demo,"Developer:The GentlebrosPQube LimitedRelease Date: 8 Aug, 2017","Developer:The GentlebrosPublisher:PQube Limited 8 Aug, 2017",http://steamcommunity.com/app/593280/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Adventure', 'RPG', 'Cute', 'Action', 'Cats', 'Hack and Slash', 'Indie', 'Open World', 'Singleplayer', 'Action RPG', 'Loot', 'Multiplayer', 'Family Friendly']",Cat Quest,https://store.steampowered.com/app/593280/Cat_Quest/
7532,Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,"CAPCOM CO., LTDPublisher:CAPCOM CO., LTDFranchise:Mega ManRelease Date: 8 Aug, 2017",,False,['Action'],495050,,398,1499€,"Developer:CAPCOM CO., LTDCAPCOM CO., LTDFranchise:Mega ManRelease Date: 8 Aug, 2017","Developer:CAPCOM CO., LTDPublisher:CAPCOM CO., LTDFranchise:Mega Man 8 Aug, 2017",http://steamcommunity.com/app/495050/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']","['Action', 'Platformer', 'Classic', 'Retro', 'Great Soundtrack', '2D', 'Singleplayer', 'Anime', 'Pixel Graphics', 'Difficult', 'Side Scroller', 'Shooter']",Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,https://store.steampowered.com/app/495050/Mega_Man_Legacy_Collection_2_____2/
7555,The Shrouded Isle,"Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya ShortPublisher:Kitfox GamesRelease Date: 4 Aug, 2017",,False,"['Indie', 'Simulation']",501320,69.0,360,399€,"Developer:Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya ShortKitfox GamesRelease Date: 4 Aug, 2017","Developer:Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya ShortPublisher:Kitfox Games 4 Aug, 2017",http://steamcommunity.com/app/501320/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Simulation', 'Lovecraftian', 'Management', 'Indie', 'Horror', 'Dystopian', 'Great Soundtrack', 'Choices Matter', 'Turn-Based', 'Strategy', 'Story Rich', 'Difficult', 'Atmospheric', 'Singleplayer']",The Shrouded Isle,https://store.steampowered.com/app/501320/The_Shrouded_Isle/
7563,Strategy & Tactics: Dark Ages,"HeroCraftPublisher:HeroCraftRelease Date: 4 Aug, 2017",,False,['Strategy'],508300,,125,1499€,"Developer:HeroCraftHeroCraftRelease Date: 4 Aug, 2017","Developer:HeroCraftPublisher:HeroCraft 4 Aug, 2017",http://steamcommunity.com/app/508300/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Medieval', 'Strategy', 'Board Game', 'Alternate History', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'Great Soundtrack', 'RPG', 'Diplomacy', 'Simulation', 'Politics', 'Sandbox', 'Real-Time with Pause', 'RTS', 'Co-op', 'Dark Fantasy', 'War', 'Fantasy', 'Atmospheric']",Strategy &amp; Tactics: Dark Ages,https://store.steampowered.com/app/508300/Strategy__Tactics_Dark_Ages/
